Device_name	hostname	IP_admin	Device_reference	ORD__Node_status	ORD__Router_type___role	ORD__Customer_code	ORD__Customer_name	ORD__Main_Community___VPN	ORD__Origin	ORD__USID___Service_Usine	ORD__Orange_Site_Ref_	ORD__Customer_defined_code	ORD__Chassis_type	Center_code	ORD__Country_code	ORD__Country_name	ORD__POP_name	Chassis_type	CLI__CPU_reference	CFG__Router_description	Auto__Topo__Site_	Topo__Site_Ref_	Cascaded	Virt____Stack_	UCPE_name	model	ORD__POP_code	Site_Code_Iata	Peer_device	MCS_role	CPU	Memory	Storage
PANC109	PANC109	10.247.74.86	PANC109	O/L	ICN_CPE_ROUTER	85	cathay pacific airways	cxnet	SITA	FI024F51BD	CI00175646 ~ 43027_USA_SAN FRANCISCO_009 ~ SUITE 300, 360 POST STREET, SAN FRANCISCO, CATHAY PACIFIC AIRWAYS LIMITED, 94108, SAN FRANCISCO, UNITED STATES	ANC-APT-BO-1	vedge-cloud-dna	-	US	UNITED STATES	ANCHORAGE	vedgecloud	-	APH-S S0+ Primary vEdge PANC109\n Customer CX Cathay Pacific\n Profile GOLD + LBO	PANC109.PANC110	PANC109.PANC110		-	UCPEANC0001	sdwan_center_vedge	ANC	ANC	PANC110	primary	2	4096	10240
HANC0002	HANC0002	57.214.237.17																							UCPEANC0002	hypervisor		ANC					
PANC101	PANC101	57.214.194.64	PANC101	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI021SSPA1	CI00168967 ~ 53849_USA_ANCHORAGE_00001_MIG_004 ~ 5000 WEST INTERNATIONAL AIRPORT ROAD, BUILDING C-CONCOURSE, 99502, ANCHORAGE, UNITED STATES	APHS0+-CAT1-ANC-SEC-IPVPN	encs5412/k9	-	US	UNITED STATES	ANCHORAGE	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET ANCHORAGE PANC101 Virtual Machine hosted by ENCS HANC0002 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PANC081.PANC082	PANC081.PANC082		-	UCPEANC0002	router_center_isrv	ANC	ANC	PANC100	backup			
PANC110	PANC110	10.247.74.87	PANC110	O/L	ICN_CPE_ROUTER	85	cathay pacific airways	cxnet	SITA	FI024F53BF	MSY4152731 ~ 43027_USA_ALASKA_00001 ~ CATHAY PACIFIC AIRPORT OFFICE RM NA208 NORTH, 99723, ALASKA, UNITED STATES	ANC-APT-BO-1	vedge-cloud-dna	-	US	UNITED STATES	ANCHORAGE	vedgecloud	-	APH-S S0+ Primary vEdge PANC110\nCustomer CX Cathay Pacific\nProfile GOLD + LBO	PANC109.PANC110	PANC109.PANC110		-	UCPEANC0002	sdwan_center_vedge	ANC	ANC	PANC109	backup	2	4096	10240
HARN0001	HARN0001	57.215.191.223																							UCPEARN0001	hypervisor		ARN					
PARN180	PARN180	57.215.191.222	PARN180	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI022UKAA4	CI00173416 ~ 53849_SWE_STOCKHOLM_00006 ~ STOCKHOLM ARLANDA AIRPORT, ARLANDA SKY CITY, BUILDING 901, LEVEL 01, 190 45, STOCKHOLM, SWEDEN	APHS0+-CAT1-ARN-PRI-IPVPN	encs5412/k9	-	SE	SWEDEN	STOCKHOLM	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET ARLANDA PARN180 Virtual Machine hosted by ENCS HARN0001 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PARN040.PARN041	PARN040.PARN041		-	UCPEARN0001	router_center_isrv	ARN	ARN	PARN183	primary			
PARN209	PARN209	10.71.3.107	PARN209	O/L	ICN_CPE_ROUTER	387	emirates	emiratesnet_aph	SITA	FI02930785	CI00042153 ~ 387_SWE_STOCKHOLM_001 ~ STOCKHOLM ARLANDA, SKYCITY ENTRANCE C, 19045, STOCKHOLM, SWEDEN	-	vedge-cloud-dna	-	SE	SWEDEN	STOCKHOLM	vedge-cloud	-	APH-S S0+ Primary vEdge PARN209\n Customer EK Emirates Airlines\n Profile GOLD + LBO Zscaler	PARN209.PARN210	PARN209.PARN210		-	UCPEARN0001	sdwan_center_vedge	ARN	ARN	PARN210	primary	2	4096	10240
HARN0002	HARN0002	57.215.191.224																							UCPEARN0002	hypervisor		ARN					
PARN183	PARN183	57.215.191.221	PARN183	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI022VH2DD	CI00173417 ~ 53849_SWE_STOCKHOLM_00007 ~ STOCKHOLM ARLANDA AIRPORT, ARLANDA PASSAGEN, BUILDING 502, 190 45, STOCKHOLM, SWEDEN	APHS0+-CAT1-ARN-SEC-IPVPN	encs5412/k9	-	SE	SWEDEN	STOCKHOLM	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET ARLANDA PARN183 Virtual Machine hosted by ENCS HARN0002 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PARN040.PARN041	PARN040.PARN041		-	UCPEARN0002	router_center_isrv	ARN	ARN	PARN180	backup			
PARN210	PARN210	10.71.3.108	PARN210	O/L	ICN_CPE_ROUTER	387	emirates	emiratesnet_aph	SITA	FI02930AF3	CI00042153 ~ 387_SWE_STOCKHOLM_001 ~ STOCKHOLM ARLANDA, SKYCITY ENTRANCE C, 19045, STOCKHOLM, SWEDEN	-	vedge-cloud-dna	-	SE	SWEDEN	STOCKHOLM	vedge-cloud	-	APH-S S0+ Primary vEdge PARN210\n Customer EK Emirates Airlines\n Profile GOLD + LBO Zscaler	PARN209.PARN210	PARN209.PARN210		-	UCPEARN0002	sdwan_center_vedge	ARN	ARN	PARN209	backup	2	4096	10240
HASU0001	HASU0001	57.205.7.87																							UCPEASU0001	hypervisor		ASU					
PASU159	PASU159	57.205.7.86	PASU159	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI023P9ZA2	CI00178854 ~ 53849_PRY_ASUNCION_001 ~ ROOM ASU SITA CORE ROOM(IN FRONT OF DINAC ADMIN OFFICE),ASUNCION, PARAGUAY, SILVIO PETTIROSSI INTERNATIONAL AIRPORT, 1752, ASUNCION, PARAGUAY	APHS1+-CAT1-ASU-PRI-IPVPN	encs5412/k9	-	PY	PARAGUAY	ASUNCION	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET PARAGUAY PASU159 Virtual Machine hosted by ENCS HASU0001 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PASU116.PASU117	PASU116.PASU117		-	UCPEASU0001	router_center_isrv	ASU	ASU	PASU160	primary			
HASU0002	HASU0002	57.205.22.14																							UCPEASU0002	hypervisor		ASU					
PASU160	PASU160	57.214.198.101	PASU160	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI023PA3CB	CI00178854 ~ 53849_PRY_ASUNCION_001 ~ ROOM ASU SITA CORE ROOM(IN FRONT OF DINAC ADMIN OFFICE),ASUNCION, PARAGUAY, SILVIO PETTIROSSI INTERNATIONAL AIRPORT, 1752, ASUNCION, PARAGUAY	APHS1+-CAT1-ASU-SEC-IPVPN	encs5412/k9	-	PY	PARAGUAY	ASUNCION	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET PARAGUAY PASU160 Virtual Machine hosted by ENCS HASU0002 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PASU116.PASU117	PASU116.PASU117		-	UCPEASU0002	router_center_isrv	ASU	ASU	PASU159	backup			
HAUA0001	HAUA0001	57.214.76.114																							UCPEAUA0001	hypervisor		AUA					
PAUA143	PAUA143	57.220.172.137	PAUA143	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI023GTHC2	CI00177205 ~ 53849_ABW_ORANJESTAD_002 ~ OREJESTAND ARUBA. 0791 ARUBA, TERMINAL 1, AEROPUERTO INTERNACIONAL REINA BEATRIX ORANGESTAD, 0791, ORANJESTAD, ARUBA	APHS0+-CAT3-AUA-PRI-IPVPN	encs5412/k9	-	AW	ARUBA	ARUBA	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET ARUBA PAUA143 Virtual Machine hosted by ENCS HAUA0001 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PAUA080.PAUA081	PAUA080.PAUA081		-	UCPEAUA0001	router_center_isrv	AUA	AUA	PAUA144	primary			
PAUA152	PAUA152	10.247.54.33	PAUA152	O/L	ICN_CPE_ROUTER	164	united airlines  inc.	unitednet	SITA	GO0F4R0Y2E	CI00214289 ~ 164_ABW_ORANJESTAD_00003 ~ QUEEN BEATRIX INTERNATIONAL AIRPORT, QUEEN BEATRIX INTERNATIONAL AIRPORT, ORANJESTAD, ARUBA	PAUA120514	vedge-cloud-dna	-	AW	ARUBA	ARUBA	vedgecloud	-	 APH-S S0+ Primary vEdge PAUA152\n Customer UA United Airlines\n Profile GOLD + LBO	PAUA152.PAUA153	PAUA152.PAUA153		-	UCPEAUA0001	sdwan_center_vedge	AUA	AUA	PAUA153	primary	2	4096	10240
HAUA0002	HAUA0002	57.214.194.27																							UCPEAUA0002	hypervisor		AUA					
PAUA144	PAUA144	57.214.194.11	PAUA144	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI023GTYD3	CI00177205 ~ 53849_ABW_ORANJESTAD_002 ~ OREJESTAND ARUBA. 0791 ARUBA, TERMINAL 1, AEROPUERTO INTERNACIONAL REINA BEATRIX ORANGESTAD, 0791, ORANJESTAD, ARUBA	APHS0+-CAT3-AUA-SEC-IPVPN	encs5412/k9	-	AW	ARUBA	ARUBA	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET ARUBA PAUA144 Virtual Machine hosted by ENCS HAUA0002 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PAUA080.PAUA081	PAUA080.PAUA081		-	UCPEAUA0002	router_center_isrv	AUA	AUA	PAUA143	backup			
PAUA153	PAUA153	10.247.54.34	PAUA153	O/L	ICN_CPE_ROUTER	164	united airlines  inc.	unitednet	SITA	GO0F4R0Z2D	CI00214289 ~ 164_ABW_ORANJESTAD_00003 ~ QUEEN BEATRIX INTERNATIONAL AIRPORT, QUEEN BEATRIX INTERNATIONAL AIRPORT, ORANJESTAD, ARUBA	PAUA120514	vedge-cloud-dna	-	AW	ARUBA	ARUBA	vedgecloud	-	 APH-S S0+ Primary vEdge PAUA153\n Customer UA United Airlines\n Profile GOLD + LBO	PAUA152.PAUA153	PAUA152.PAUA153		-	UCPEAUA0002	sdwan_center_vedge	AUA	AUA	PAUA152	backup	2	4096	10240
HBCN0003	HBCN0003	57.215.93.153																							UCPEBCN0003	hypervisor		BCN					
PBCN3205	PBCN3205	57.215.93.151	PBCN3205	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	GO09P8XB40	CI00192892 ~ 53849_ESP_BARCELONA_003 ~ BARCELONA EL PRAT, 08820EL PRAT DE LLOBREGAT, AENA DATACENTER IN T1, 08820, BARCELONA, SPAIN	APHS0+-CAT1-BCN-PRI-IPVPN	encs5412/k9	-	ES	SPAIN	BARCELONA	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET BARCELONA PBCN3205 Virtual Machine hosted by ENCS HBCN0003 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PBCN867.PBCN868	PBCN867.PBCN868		-	UCPEBCN0003	router_center_isrv	BCN	BCN	PBCN3206	primary			
PBCN3263	PBCN3263	10.247.72.244	PBCN3263	O/L	ICN_CPE_ROUTER	60	singapore airlines ltd.	sqnet	SITA	FI024FM0BC	CI00183034 ~ 60_ESP_BARCELONA_003 ~ TERMINAL 1, EL PRAT DE LLOBREGAT, BARCELONA, SPAIN, BARCELONA-EL PRAT AIRPORT, 8820, BARCELONA, SPAIN	-	vedge-cloud-dna	-	ES	SPAIN	BARCELONA	vedge-cloud	-	 APH-S S0+ Primary vEdge PBCN3263\n Customer SQ Singapore Airlines\n Profile PLATINIUM + LBO ZSCALER + DBO	PBCN3263.PBCN3264	PBCN3263.PBCN3264		-	UCPEBCN0003	sdwan_center_vedge	BCN	BCN	PBCN3264	primary	2	4096	10240
PBCN3362	PBCN3362	10.247.87.240	PBCN3362	O/L	ICN_CPE_ROUTER	164	united airlines  inc.	unitednet	SITA	GO0DZVSV17	CI00204183 ~ 164_ESP_BARCELONA_002 ~ BLOQUE TECNICO, LOCAL S2/3, (00101200003/04), AEROPUERTO DE BARCELONA, 08820, BARCELONA, SPAIN	-	vedge-cloud-dna	-	ES	SPAIN	BARCELONA	vedgecloud	-	 APH-S S0+ Primary vEdge PBCN3362\n Customer UA United Airlines\n Profile GOLD + LBO	PBCN3362.PBCN3363	PBCN3362.PBCN3363		-	UCPEBCN0003	sdwan_center_vedge	BCN	BCN	PBCN3363	primary	2	4096	10240
PBCN3413	PBCN3413	10.71.3.79	PBCN3413	O/L	ICN_CPE_ROUTER	387	emirates	emiratesnet_aph	SITA	FI02905PE8	MS12001586 ~ 387_ESP_BARCELONA_00001 ~ ZONA S AEROPORT DE BARCELONA, OFICINA 061, PLANTA 1,, 08820, BARCELONA, SPAIN	-	vedge-cloud-dna	-	ES	SPAIN	BARCELONA	vedge-cloud	-	APH-S S0+ Primary vEdge PBCN3413\n Customer EK Emirates Airlines\n Profile GOLD + LBO Zscaler	PBCN3413.PBCN3414	PBCN3413.PBCN3414		-	UCPEBCN0003	sdwan_center_vedge	BCN	BCN	PBCN3414	primary	2	4096	10240
HBCN0004	HBCN0004	57.215.93.155																							UCPEBCN0004	hypervisor		BCN					
PBCN3206	PBCN3206	57.215.93.152	PBCN3206	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	GO09P8XD46	CI00192894 ~ 53849_ESP_BARCELONA_004 ~ BARCELONA EL PRAT, 08820EL PRAT DE LLOBREGAT, AENA DATACENTER IN T2, 08820, BARCELONA, SPAIN	APHS0+-CAT1-BCN-SEC-IPVPN	encs5412/k9	-	ES	SPAIN	BARCELONA	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET BARCELONA PBCN3206 Virtual Machine hosted by ENCS HBCN0004 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PBCN867.PBCN868	PBCN867.PBCN868		-	UCPEBCN0004	router_center_isrv	BCN	BCN	PBCN3205	backup			
PBCN3264	PBCN3264	10.247.72.245	PBCN3264	O/L	ICN_CPE_ROUTER	60	singapore airlines ltd.	sqnet	SITA	FI024FM1BD	CI00183034 ~ 60_ESP_BARCELONA_003 ~ TERMINAL 1, EL PRAT DE LLOBREGAT, BARCELONA, SPAIN, BARCELONA-EL PRAT AIRPORT, 8820, BARCELONA, SPAIN	-	vedge-cloud-dna	-	ES	SPAIN	BARCELONA	vedge-cloud	-	 APH-S S0+ backup vEdge PBCN3264\n Customer SQ Singapore Airlines\n Profile PLATINIUM + LBO ZSCALER + DBO	PBCN3263.PBCN3264	PBCN3263.PBCN3264		-	UCPEBCN0004	sdwan_center_vedge	BCN	BCN	PBCN3263	backup	2	4096	10240
PBCN3363	PBCN3363	10.247.87.241	PBCN3363	O/L	ICN_CPE_ROUTER	164	united airlines  inc.	unitednet	SITA	GO0DZVSX19	CI00204183 ~ 164_ESP_BARCELONA_002 ~ BLOQUE TECNICO, LOCAL S2/3, (00101200003/04), AEROPUERTO DE BARCELONA, 08820, BARCELONA, SPAIN	-	vedge-cloud-dna	-	ES	SPAIN	BARCELONA	vedgecloud	-	 APH-S S0+ Primary vEdge PBCN3363\n Customer UA United Airlines\n Profile GOLD + LBO	PBCN3362.PBCN3363	PBCN3362.PBCN3363		-	UCPEBCN0004	sdwan_center_vedge	BCN	BCN	PBCN3362	backup	2	4096	10240
PBCN3414	PBCN3414	10.71.3.80	PBCN3414	O/L	ICN_CPE_ROUTER	387	emirates	emiratesnet_aph	SITA	FI02905REA	MS12001586 ~ 387_ESP_BARCELONA_00001 ~ ZONA S AEROPORT DE BARCELONA, OFICINA 061, PLANTA 1,, 08820, BARCELONA, SPAIN	-	vedge-cloud-dna	-	ES	SPAIN	BARCELONA	vedgecloud	-	APH-S S0+ Primary vEdge PBCN3414\n Customer EK Emirates Airlines\n Profile GOLD + LBO Zscaler	PBCN3413.PBCN3414	PBCN3413.PBCN3414		-	UCPEBCN0004	sdwan_center_vedge	BCN	BCN	PBCN3413	backup	2	4096	10240
HBKI0001	HBKI0001	57.215.90.3																							UCPEBKI0001	hypervisor		BKI					
PBKI073	PBKI073	57.215.90.0	PBKI073	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI021EKSD5	CI00053402 ~ 53849_MYS_KOTA KINABALU_001 ~ DEPARTURE HALL,TERMINAL 1, KOTA KINABALU INTERNATIONAL AIRPORT, DEPARTURE HALL,TERMINAL 1,, 88740, KOTA KINABALU, MALAYSIA	-	encs5412/k9	-	MY	MALAYSIA	KOTA KINABALU	isrv	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET KOTA KINABALU PBKI073 Virtual Machine hosted by ENCS HBKI0001 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PBKI053.PBKI056	PBKI053.PBKI056		-	UCPEBKI0001	router_center_isrv	BKI	BKI	PBKI074	primary			
HBKI0002	HBKI0002	57.214.182.45																							UCPEBKI0002	hypervisor		BKI					
PBKI074	PBKI074	57.214.182.41	PBKI074	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI021EKVD0	CI00053402 ~ 53849_MYS_KOTA KINABALU_001 ~ DEPARTURE HALL,TERMINAL 1, KOTA KINABALU INTERNATIONAL AIRPORT, DEPARTURE HALL,TERMINAL 1,, 88740, KOTA KINABALU, MALAYSIA	-	encs5412/k9	-	MY	MALAYSIA	KOTA KINABALU	isrv	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET KOTA KINABALU PBKI074 Virtual Machine hosted by ENCS HBKI0002 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PBKI053.PBKI056	PBKI053.PBKI056		-	UCPEBKI0002	router_center_isrv	BKI	BKI	PBKI073	backup			
HBKK0003	HBKK0003	57.220.121.59																							UCPEBKK0003	hypervisor		BKK					
PBKK1989	PBKK1989	57.220.121.55	PBKK1989	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI020ZTM89	CI00164747 ~ 53849_THA_BANGKOK_00001_MIG_006 ~ SURVARNABHUMI INTERNATIONAL AIRPORT, SAMUTPRAKARN, 1ST FLOOR, TERMINAL 1, CONCOURSE C, 10540, BANGKOK, THAILAND	-	encs5412/k9	-	TH	THAILAND	BANGKOK	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET BKK PBKK1989 Virtual Machine hosted by ENCS HBKK0003 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PBKK717.PBKK718	PBKK717.PBKK718		-	UCPEBKK0003	router_center_isrv	BKK	BKK	PBKK1990	primary			
PBKK2072	PBKK2072	10.247.79.24	PBKK2072	O/L	ICN_CPE_ROUTER	85	cathay pacific airways	cxnet	SITA	FI0243AEF4	CI00181360 ~ 43027_THA_SAMUT PRAKAN_00003 ~ BKK-APT CONCOURSE D, GALLERY LEVEL 3, SUVARNABHUMI INTERNATIONAL AIRPORT, 10540, SAMUT PRAKAN, THAILAND	-	vedge-cloud-dna	-	TH	THAILAND	BANGKOK	vedgecloud	-	APH-S S0+ Primary vEdge PBKK2072\n Customer CX Cathay Pacific\n Profile GOLD + LBO	PBKK2072.PBKK2073	PBKK2072.PBKK2073		-	UCPEBKK0003	sdwan_center_vedge	BKK	BKK	PBKK2073	primary	2	4096	10240
PBKK2074	PBKK2074	10.247.38.132	PBKK2074	O/L	ICN_CPE_ROUTER	85	cathay pacific airways	cxnet	SITA	FI0246U19E	CI00181351 ~ 43027_THA_SAMUT PRAKAN_00002 ~ RAJHTHEVA, BANG PHIL,, SUVARNABHUMI INTERNATIONL AIRPORT, 999, MOO 1, 10540, SAMUT PRAKAN, THAILAND	BKK-CGO	vedge-cloud-dna	-	TH	THAILAND	BANGKOK	vedgecloud	-	APH-S S0+ Primary vEdge PBKK2074\n Customer CX Cathay Pacific\n Profile GOLD + LBO	PBKK2074.PBKK2076	PBKK2074.PBKK2076		-	UCPEBKK0003	sdwan_center_vedge	BKK	BKK	PBKK2076	primary	2	4096	10240
PBKK2082	PBKK2082	10.247.94.111	PBKK2082	O/L	ICN_CPE_ROUTER	113	p.t. garuda indonesia (persero)	ganet	SITA	FI024FLKC7	CI00183390 ~ 113_THA_SAMUTPRAKARN PROVINCE_001 ~ BANGNA-TRAD ROAD, K.M. 15, BANGPLI, SAMUTPRAKARN PROVINCE 10540, THAILAND, ROOM NO. TW6-025,TERMINAL HALL,6TH FLOOR, 10540, SAMUTPRAKARN PROVINCE, THAILAND	BKK_AP1_GA	vedge-cloud-dna	-	TH	THAILAND	BANGKOK	vedgecloud	-	 APH-S S0+ Primary vEdge PBKK2082\n Customer GA PT Garuda Indonesia\n Profile GOLD + LBO	PBKK2082.PBKK2083	PBKK2082.PBKK2083		-	UCPEBKK0003	sdwan_center_vedge	BKK	BKK	PBKK2083	primary	2	4096	10240
PBKK2103	PBKK2103	10.247.78.150	PBKK2103	O/L	ICN_CPE_ROUTER	60	singapore airlines ltd.	sqnet	SITA	FI025AFSCD	CI00188042 ~ 60_THA_BANGKOK__MIG1504 ~ ROOM D44 (AREA T5-1) LEVEL 5 (EAST), MAIN TERMINAL BUILDING,BANGNA-TRA HIGWAY KM. 15 RACHATHEWA BANGPHLI DISTRICT, SEAT EDITING UNIT THAI AIRWAYS INTERNATIONAL PUBLIC CO LTD, BANGKOK, THAILAND	BKK_AP1	vedge-cloud-dna	-	TH	THAILAND	BANGKOK	vedge-cloud	-	 APH-S S0+ Primary vEdge PBKK2103\n Customer SQ Singapore Airlines\n Profile PLATINIUM + LBO ZSCALER + DBO	PBKK2103.PBKK2104	PBKK2103.PBKK2104		-	UCPEBKK0003	sdwan_center_vedge	BKK	BKK	PBKK2104	primary	2	4096	10240
HBKK0004	HBKK0004	57.214.182.100																							UCPEBKK0004	hypervisor		BKK					
PBKK1990	PBKK1990	57.214.182.93	PBKK1990	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI020ZTQ95	CI00203827 ~ 53849_THA_SAMUTPRAKARN, BANGKOK_001 ~ 15 RACHATHEWA,BANG PHLI SAMUT PRAKAN, AIRPORT MAINTENANCE FACLITY BUILDING,AMF-1, 10540, SAMUTPRAKARN, BANGKOK, THAILAND	-	encs5412/k9	-	TH	THAILAND	BANGKOK	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET BKK PBKK1990 Virtual Machine hosted by ENCS HBKK0004 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PBKK1990	PBKK1990		-	UCPEBKK0004	router_center_isrv	BKK	BKK	PBKK1989	backup			
PBKK2073	PBKK2073	10.247.79.25	PBKK2073	O/L	ICN_CPE_ROUTER	85	cathay pacific airways	cxnet	SITA	FI0243AGF6	CI00181360 ~ 43027_THA_SAMUT PRAKAN_00003 ~ BKK-APT CONCOURSE D, GALLERY LEVEL 3, SUVARNABHUMI INTERNATIONAL AIRPORT, 10540, SAMUT PRAKAN, THAILAND	-	vedge-cloud-dna	-	TH	THAILAND	BANGKOK	vedgecloud	-	APH-S S0+ Primary vEdge PBKK2073\nCustomer CX Cathay Pacific\nProfile GOLD + LBO	PBKK2072.PBKK2073	PBKK2072.PBKK2073		-	UCPEBKK0004	sdwan_center_vedge	BKK	BKK	PBKK2072	backup	2	4096	10240
PBKK2076	PBKK2076	10.247.79.31	PBKK2076	O/L	ICN_CPE_ROUTER	85	cathay pacific airways	cxnet	SITA	FI0246UFE9	CI00181351 ~ 43027_THA_SAMUT PRAKAN_00002 ~ RAJHTHEVA, BANG PHIL,, SUVARNABHUMI INTERNATIONL AIRPORT, 999, MOO 1, 10540, SAMUT PRAKAN, THAILAND	BKK-CGO	vedge-cloud-dna	-	TH	THAILAND	BANGKOK	vedgecloud	-	APH-S S0+ Primary vEdge PBKK2076\nCustomer CX Cathay Pacific\nProfile GOLD + LBO	PBKK2074.PBKK2076	PBKK2074.PBKK2076		-	UCPEBKK0004	sdwan_center_vedge	BKK	BKK	PBKK2074	backup	2	4096	10240
PBKK2083	PBKK2083	10.247.94.112	PBKK2083	O/L	ICN_CPE_ROUTER	113	p.t. garuda indonesia (persero)	ganet	SITA	FI024FLTD8	CI00183390 ~ 113_THA_SAMUTPRAKARN PROVINCE_001 ~ BANGNA-TRAD ROAD, K.M. 15, BANGPLI, SAMUTPRAKARN PROVINCE 10540, THAILAND, ROOM NO. TW6-025,TERMINAL HALL,6TH FLOOR, 10540, SAMUTPRAKARN PROVINCE, THAILAND	BKK_AP1_GA	vedge-cloud-dna	-	TH	THAILAND	BANGKOK	vedgecloud	-	 APH-S S0+ Primary vEdge PBKK2083\n Customer GA P.T. Garuda Indonesia (Persero)\n Profile GOLD + LBO	PBKK2082.PBKK2083	PBKK2082.PBKK2083		-	UCPEBKK0004	sdwan_center_vedge	BKK	BKK	PBKK2082	backup	2	4096	10240
PBKK2104	PBKK2104	10.247.78.151	PBKK2104	O/L	ICN_CPE_ROUTER	60	singapore airlines ltd.	sqnet	SITA	FI025AFTCA	CI00188042 ~ 60_THA_BANGKOK__MIG1504 ~ ROOM D44 (AREA T5-1) LEVEL 5 (EAST), MAIN TERMINAL BUILDING,BANGNA-TRA HIGWAY KM. 15 RACHATHEWA BANGPHLI DISTRICT, SEAT EDITING UNIT THAI AIRWAYS INTERNATIONAL PUBLIC CO LTD, BANGKOK, THAILAND	BKK_SKL	vedge-cloud-dna	-	TH	THAILAND	BANGKOK	vedge-cloud	-	 APH-S S0+ backup vEdge PBKK2104\n Customer SQ Singapore Airlines\n Profile PLATINIUM + LBO ZSCALER + DBO	PBKK2103.PBKK2104	PBKK2103.PBKK2104		-	UCPEBKK0004	sdwan_center_vedge	BKK	BKK	PBKK2103	backup	2	4096	10240
HBKK0005	HBKK0005	57.205.43.71																							UCPEBKK0005	hypervisor		BKK					
